SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
396,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 14:00,1
397,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 16:00,1
398,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 18:00,1
399,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 20:00,1
400,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-09-2024 22:00,1
401,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 06:00,1
402,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 08:00,1
403,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 10:00,1
404,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 12:00,1
405,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 14:00,1
406,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 16:00,1
407,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 18:00,1
408,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 20:00,1
409,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-09-2024 22:00,1
410,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 08:00,1
411,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 10:00,1
412,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 12:00,1
413,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 14:00,1
414,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 16:00,1
415,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 18:00,1
416,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 20:00,1
417,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,11-09-2024 22:00,1
418,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 06:00,5
419,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 08:00,8
420,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 10:00,8
421,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 12:00,8
422,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 14:00,8
423,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 16:00,8
424,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 18:00,8
425,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 20:00,8
426,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-09-2024 22:00,8
427,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 06:00,28
428,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 08:00,31
429,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 10:00,31
430,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 12:00,31
431,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 14:00,31
432,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 16:00,31
433,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 18:00,31
434,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 20:00,31
435,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,13-09-2024 22:00,31
436,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 06:00,25
437,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 08:00,25
438,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 10:00,25
439,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 12:00,25
440,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 14:00,25
441,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 16:00,25
442,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 18:00,25
443,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 20:00,25
444,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,14-09-2024 22:00,25
445,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 06:00,2.2
446,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 08:00,3
447,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 10:00,3
448,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 12:00,3
449,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 14:00,3
450,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 16:00,3
451,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 18:00,3
452,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 20:00,3
453,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,18-09-2024 22:00,3
454,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 06:00,1.4
455,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 08:00,1.4
456,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 10:00,1.4
457,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 12:00,1.4
458,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 14:00,1.4
459,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 16:00,1.4
460,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 18:00,1.4
461,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 20:00,1.4
462,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,19-09-2024 22:00,1.4
463,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-09-2024 06:00,4
464,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-09-2024 08:00,12
465,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-09-2024 10:00,12
466,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-09-2024 12:00,12
467,ID Uttarkashi,Uttarakhand,5,Uttarakhand,57,Uttarkashi,-,-,-,Ganga,Ganga,Bhagirathi-I,Bhagirathi,-,Bhagirathi,30.73111111,78.42750000,29-06-2024 08:00,9
468,ID Uttarkashi,Uttarakhand,5,Uttarakhand,57,Uttarkashi,-,-,-,Ganga,Ganga,Bhagirathi-I,Bhagirathi,-,Bhagirathi,30.73111111,78.42750000,30-06-2024 08:00,38
469,ID Uttarkashi,Uttarakhand,5,Uttarakhand,57,Uttarkashi,-,-,-,Ganga,Ganga,Bhagirathi-I,Bhagirathi,-,Bhagirathi,30.73111111,78.42750000,03-07-2024 08:00,20
